2000 2
0 0.8985650539398193 0.22121132910251617
1 0.2815908193588257 0.1082780510187149
2 0.3526175022125244 0.43795496225357056
3 0.635633111000061 0.20171396434307098
4 0.6668260097503662 0.2415693998336792
5 0.6078291535377502 0.8871840238571167
6 0.9009865522384644 0.5194344520568848
7 0.29421836137771606 0.08533816039562225
8 0.6018059849739075 0.5908619165420532
9 0.6280128359794617 0.5440756678581238
10 0.552842378616333 0.9599874019622803
11 0.882699191570282 0.8725351095199585
12 0.30346739292144775 0.36669155955314636
13 0.30966687202453613 0.11046936362981796
14 0.3805413544178009 0.38913097977638245
15 0.33712899684906006 0.03389914333820343
16 0.611180305480957 0.8893018960952759
17 0.9430707097053528 0.5296283960342407
18 0.08829633891582489 0.5179852843284607
19 0.8846966028213501 0.7945387959480286
20 0.2754710912704468 0.7415481805801392
21 0.5335192084312439 0.9313591122627258
22 0.04073571413755417 0.5004476308822632
23 0.9093540906906128 0.24268005788326263
24 0.34910446405410767 0.038758549839258194
25 0.311983585357666 0.35130202770233154
26 0.35860520601272583 0.03967822715640068
27 0.9351375699043274 0.18263477087020874
28 0.8410346508026123 0.7877696752548218
29 0.8702992796897888 0.8321751356124878
30 0.9000176191329956 0.5475080013275146
31 0.3106893002986908 0.10269464552402496
32 0.3249800205230713 0.02056513912975788
33 0.5966753959655762 0.8845430612564087
34 0.6528393030166626 0.23292432725429535
35 0.6500001549720764 0.23254023492336273
36 0.8987740874290466 0.5542125701904297
37 0.3261835277080536 0.44822239875793457
38 0.8508541584014893 0.7834951281547546
39 0.39622923731803894 0.38325512409210205
40 0.5528603792190552 0.547321081161499
41 0.3570261299610138 0.06417189538478851
42 0.07174571603536606 0.5028020143508911
43 0.5948604345321655 0.9397204518318176
44 0.27758270502090454 0.06691897660493851
45 0.06678875535726547 0.4888237416744232
46 0.9534410834312439 0.26616623997688293
47 0.02338745817542076 0.5000731945037842
48 0.5918490886688232 0.541648268699646
49 0.9486691951751709 0.5525624752044678
50 0.9269817471504211 0.24938452243804932
51 0.6026622653007507 0.84686678647995
52 0.9586434960365295 0.5019826292991638
53 0.8801986575126648 0.5860145092010498
54 0.5960306525230408 0.8896456360816956
55 0.5722845196723938 0.8591293096542358
56 0.5386316776275635 0.5622466206550598
57 0.301381915807724 0.06765617430210114
58 0.9433590769767761 0.5742452144622803
59 0.6022840142250061 0.8492739200592041
60 0.9599045515060425 0.5463494658470154
61 0.6230954527854919 0.17926949262619019
62 0.38909149169921875 0.414262592792511
63 0.35911256074905396 0.44838210940361023
64 0.5900224447250366 0.9254705309867859
65 0.08682017773389816 0.533878743648529
66 0.6106048226356506 0.5882553458213806
67 0.3057071268558502 0.42223063111305237
